VisitID,UserID,SessionID,PageURL,ReferrerURL,Timestamp,Country,Browser,OperatingSystem,DeviceType,PageLoadTime,PageResponseTime,Clicks,SessionDuration,PageViews,Conversion,BounceRate,CampaignSource,AdClicks,Revenue
1006,1831,56601,https://www.mcguire.com/,https://www.walter-vazquez.biz/,2024-03-04 20:44:00,Eritrea,Opera,Mac OS,Tablet,3.49,954,4,1720,21,1,1,Facebook,7,206.4
1007,1156,4514,https://white-foster.biz/,http://durham-sullivan.info/,2024-07-24 17:46:35,Cocos (Keeling) Islands,Edge,iOS,Tablet,9.11,1346,5,3279,40,0,0,LinkedIn,5,443.83
1008,1187,9633,https://booth-ortiz.info/,http://www.torres-griffin.com/,2024-03-10 02:54:00,Albania,Opera,Mac OS,Mobile,5.54,1203,15,2259,19,1,1,Twitter,9,6.71
1009,733,79065,http://santos-turner.com/,https://www.obrien-diaz.net/,2024-05-26 05:30:54,Italy,Edge,iOS,Mobile,8.45,1693,12,2218,16,0,0,Twitter,8,210.64
1010,579,7172,https://www.patton.net/,http://mcneil.com/,2024-06-18 13:15:22,Cyprus,Safari,Windows,Tablet,5.76,1616,15,1944,4,0,1,Google,1,386.74
1011,1080,9599,http://hill-maxwell.com/,https://www.miller-weeks.com/,2024-02-26 00:27:23,Belgium,Chrome,iOS,Mobile,4.28,1996,9,2157,23,0,0,Instagram,2,387.37
1012,907,21696,https://www.carson-harris.biz/,https://www.terrell-gillespie.biz/,2024-01-16 03:05:16,Angola,Safari,Linux,Desktop,9.76,1557,4,482,24,0,0,Facebook,4,288.35
1013,994,69573,https://www.diaz.com/,http://frey-delacruz.net/,2024-03-20 18:29:39,Gabon,Edge,Android,Desktop,0.95,1370,6,1505,4,0,1,Twitter,2,35.07
1014,546,55370,http://anderson.com/,http://adams-nelson.net/,2024-01-31 17:59:19,Micronesia,Safari,iOS,Desktop,3.5,1785,15,1596,5,0,1,Facebook,5,1.9
1015,994,2154,https://allen.biz/,https://patterson.com/,2024-05-06 01:25:52,Solomon Islands,Firefox,Android,Tablet,6.11,1102,12,3154,9,0,1,Google,8,19.59
1016,1551,19133,https://fry.biz/,https://gray.org/,2024-06-08 19:12:26,Tokelau,Edge,iOS,Desktop,6.67,890,7,1372,27,0,0,Instagram,1,455.93
1017,1012,82927,http://leon.com/,http://choi.info/,2024-02-18 09:19:40,Bahamas,Chrome,iOS,Tablet,8.29,1210,5,2553,22,1,0,Facebook,9,378.46
1018,1488,35532,https://www.jones-jones.org/,https://www.valdez.biz/,2024-05-11 17:23:32,Anguilla,Edge,iOS,Mobile,2.3,853,7,1252,25,1,1,Google,6,368.58
1019,65,40449,https://herrera.com/,https://rodriguez.com/,2024-03-12 20:07:35,Zimbabwe,Firefox,Windows,Mobile,6.57,1000,16,2017,19,0,0,Instagram,1,349.55
1020,1249,60745,https://www.rivera.com/,http://www.glass-hines.biz/,2024-02-04 09:47:20,Monaco,Safari,Linux,Tablet,9.04,109,15,235,46,0,1,LinkedIn,6,369.21
1021,1575,71048,https://miller.com/,http://www.fuller-clark.net/,2024-06-11 00:44:37,Iraq,Opera,Windows,Desktop,1.13,1250,8,3265,33,1,1,Twitter,8,69.99
1022,792,69677,https://jones.com/,http://www.king.net/,2024-04-15 06:54:58,Zimbabwe,Chrome,Mac OS,Mobile,7.95,1402,7,1161,5,1,1,Instagram,4,113.63
1023,1439,32993,https://lee-brooks.org/,https://landry-ray.com/,2024-03-23 01:19:05,Madagascar,Edge,Android,Desktop,1.87,1258,19,2804,28,0,0,Twitter,5,213.33
1024,1593,85361,http://www.preston.org/,https://www.allen.com/,2024-07-22 00:08:10,Austria,Chrome,Windows,Mobile,6.76,299,4,8,4,1,0,Facebook,4,277.8
1025,1510,94920,https://www.diaz-castillo.net/,https://www.deleon-jones.com/,2024-01-17 00:38:46,Cote d'Ivoire,Safari,Android,Mobile,9.85,1670,15,3367,18,1,0,Instagram,3,412.7
1026,506,74239,https://www.brooks.com/,http://coleman.com/,2024-06-29 00:56:25,Bosnia and Herzegovina,Safari,Android,Desktop,1.16,872,13,1477,30,1,0,Instagram,7,480.77
1027,1582,6510,http://blair-matthews.info/,https://brown.com/,2024-01-07 21:23:43,Cyprus,Chrome,Mac OS,Desktop,5.86,431,15,1687,33,1,1,Instagram,3,213.66
1028,1300,25912,https://www.preston.org/,https://www.martin.com/,2024-04-11 16:42:39,Cape Verde,Edge,Linux,Desktop,3.26,1180,0,2745,19,0,0,LinkedIn,6,410.92
1029,1686,80915,http://tate.info/,http://www.nichols-powers.info/,2024-07-10 03:57:31,Niue,Edge,Android,Desktop,1.9,825,17,717,2,0,1,Google,1,404.3
1030,1313,22014,http://parsons-tucker.com/,https://www.barnes.org/,2024-02-10 14:31:32,Trinidad and Tobago,Chrome,Android,Tablet,3.1,521,7,2121,12,1,1,Instagram,4,149.83
1031,1443,75017,http://www.rivera.com/,https://ortiz-hartman.biz/,2024-01-21 23:09:03,Antarctica (the territory South of 60 deg S),Edge,iOS,Tablet,1.2,1397,11,449,29,1,1,Google,8,285.33
1032,47,32473,https://carter.com/,https://www.may.info/,2024-06-15 23:36:08,Qatar,Opera,iOS,Tablet,8.48,1720,10,3105,9,0,1,Instagram,5,284.88
1033,458,39685,https://www.roberts.net/,https://thompson.info/,2024-05-05 11:41:24,Iran,Safari,Mac OS,Tablet,1.76,679,1,146,14,0,0,Instagram,8,331.5
1034,1878,48709,http://kim.net/,http://www.roberts.com/,2024-01-06 09:35:09,Andorra,Safari,iOS,Mobile,7.31,1829,12,2676,20,0,0,Facebook,9,173.42
1035,558,25177,http://fuller-lee.com/,http://www.palmer-thompson.net/,2024-03-05 05:48:54,Egypt,Firefox,Windows,Desktop,9.13,1525,19,1491,43,1,0,Twitter,8,369.15
1036,569,90110,http://cross.org/,http://www.estes-atkinson.info/,2024-01-13 22:31:38,Myanmar,Chrome,Windows,Desktop,5.52,1496,3,1225,7,0,0,Instagram,7,399.23
1037,1199,90963,https://smith.info/,https://silva.com/,2024-03-26 01:50:29,Liberia,Opera,Windows,Desktop,8.28,1543,14,140,38,0,1,Google,2,327.79
1038,1284,73757,https://www.baker-pennington.org/,http://www.moyer-palmer.com/,2024-03-28 23:19:31,Guyana,Chrome,Windows,Desktop,5.22,841,17,461,39,1,0,LinkedIn,5,136.05
1039,94,68999,http://johnson-porter.com/,https://carter.net/,2024-02-29 12:06:03,Latvia,Firefox,iOS,Desktop,5.97,517,12,2534,33,1,0,Twitter,8,37.42
1040,374,31213,http://lee-salazar.biz/,http://www.allen-rios.com/,2024-02-09 05:45:20,Cook Islands,Firefox,Mac OS,Desktop,5.83,1993,15,2941,43,0,0,Twitter,3,109.99
1041,81,62495,http://shepard.com/,http://www.silva.net/,2024-06-17 03:28:28,Guam,Edge,Windows,Tablet,1.97,275,11,2464,3,0,0,Google,5,5.4
1042,988,91373,https://www.mayo.biz/,https://www.morton.com/,2024-04-23 21:52:08,Cambodia,Safari,Windows,Mobile,1.69,1649,6,2187,46,0,1,Instagram,7,146.73
1043,194,79918,http://leonard-jackson.com/,https://www.marshall.com/,2024-03-05 15:41:50,Bahamas,Chrome,Android,Mobile,1.21,1859,18,400,11,0,0,LinkedIn,1,254.34
1044,586,62930,http://www.johnson.com/,https://www.elliott.info/,2024-01-22 07:19:44,Saint Barthelemy,Chrome,Windows,Mobile,5.23,1945,6,1085,15,1,1,Google,1,417.21
1045,1385,37710,http://bell.biz/,http://www.nash-cruz.com/,2024-04-29 02:50:27,Cote d'Ivoire,Edge,Android,Mobile,9.55,732,6,40,25,0,0,Google,2,99.32
1046,76,67898,http://www.cooper-christensen.com/,http://gray.info/,2024-02-07 01:38:03,Palau,Safari,iOS,Tablet,5.33,1912,7,2115,11,0,1,Twitter,6,81.25
1047,774,31482,http://www.church.org/,https://cole.com/,2024-03-07 06:40:55,Guatemala,Firefox,Linux,Tablet,1.11,674,6,36,39,0,0,Twitter,4,180.12
1048,99,98491,https://www.ramos.com/,http://rivera.info/,2024-01-26 04:55:27,Burundi,Opera,Linux,Desktop,9.09,1565,18,3317,32,1,1,Instagram,1,294.01
1049,1781,91618,http://www.freeman.com/,http://www.lang.com/,2024-05-05 20:50:42,Senegal,Safari,Linux,Mobile,1.85,1623,16,2329,30,0,0,Twitter,0,219.13
1050,74,27123,https://www.lewis.com/,http://rodriguez.org/,2024-07-12 11:09:16,Senegal,Safari,iOS,Desktop,1.86,1903,15,2455,1,0,0,Twitter,4,266.36
1051,27,22312,http://wade.com/,https://www.adams.net/,2024-01-03 00:28:32,Cayman Islands,Opera,Windows,Desktop,5.63,1987,2,2252,19,0,0,Twitter,8,82.32
1052,1156,51693,http://shepard.net/,http://garcia-evans.com/,2024-05-20 22:23:17,Slovakia (Slovak Republic),Firefox,Mac OS,Desktop,3.16,583,11,513,4,0,1,Instagram,7,278.01
1053,1747,34142,https://mcknight.com/,https://watson.com/,2024-01-18 03:53:54,Congo,Firefox,Android,Tablet,8.68,1428,15,2336,36,1,1,Google,7,428.73
1054,802,56368,http://rogers.com/,https://villarreal-snow.com/,2024-01-17 02:27:33,Suriname,Safari,Windows,Desktop,7.38,584,17,901,46,1,1,Google,7,343.11
1055,1344,2420,https://www.clark.biz/,http://www.ryan.com/,2024-06-13 21:49:46,Lao People's Democratic Republic,Chrome,Linux,Desktop,2.15,386,12,2562,33,1,0,Google,5,49.2
1056,134,28932,https://chen.net/,http://smith.com/,2024-04-08 17:00:57,Cameroon,Firefox,Android,Tablet,1.0,568,17,2965,8,0,1,Instagram,5,412.89
1057,191,71490,https://floyd.com/,https://www.west-russell.com/,2024-05-10 06:01:21,Portugal,Edge,Windows,Mobile,9.5,1171,19,193,11,0,0,Twitter,3,198.94
1058,1513,20620,http://wilson-rivera.com/,http://www.hendrix.org/,2024-02-22 07:53:07,Tokelau,Edge,Android,Tablet,4.43,106,15,1695,9,1,1,Facebook,2,168.15
1059,1881,53709,http://sandoval.info/,https://www.rodriguez-wade.com/,2024-02-25 09:28:07,Mali,Firefox,Mac OS,Mobile,7.6,658,1,3569,2,0,1,LinkedIn,6,159.54
1060,273,53197,https://www.anderson.com/,http://rivers-henderson.com/,2024-03-28 09:47:12,Ireland,Chrome,Windows,Mobile,9.58,742,3,1286,7,1,1,Facebook,8,249.73
1061,1064,92035,http://ponce.com/,https://www.montgomery.org/,2024-05-06 21:53:39,Tuvalu,Chrome,Mac OS,Tablet,6.25,1714,5,3121,17,0,1,Facebook,0,364.15
1062,1814,80555,http://norris.com/,http://dickerson.com/,2024-01-06 04:07:51,Niue,Chrome,Android,Desktop,5.07,1354,13,2963,27,1,0,Twitter,1,74.97
1063,1116,52155,http://evans.com/,https://www.herrera-smith.biz/,2024-06-30 17:24:36,Barbados,Opera,Mac OS,Desktop,9.32,1694,11,1250,23,0,1,LinkedIn,1,375.15
1064,513,84365,http://marquez-pruitt.biz/,http://jones-wiggins.org/,2024-05-03 02:40:52,Nigeria,Firefox,Windows,Mobile,0.16,1918,12,3595,7,0,1,LinkedIn,7,413.99
1065,759,64431,http://pitts.com/,https://www.jordan-lane.com/,2024-03-27 07:36:29,Bhutan,Edge,Windows,Desktop,3.36,457,19,170,32,0,1,Facebook,8,415.69
1066,1334,55465,https://sanders.com/,https://roth.com/,2024-05-20 21:36:54,Russian Federation,Safari,Linux,Desktop,3.03,723,11,1045,6,0,1,Google,5,478.56
1067,1950,85534,http://norton-cruz.com/,http://www.carter.com/,2024-01-30 05:36:11,Philippines,Firefox,Windows,Mobile,3.03,713,5,3206,1,0,1,LinkedIn,7,342.46
1068,440,39116,http://www.graham.info/,http://grant.com/,2024-02-29 17:50:52,Lesotho,Opera,Linux,Desktop,0.57,1165,0,853,4,1,0,Instagram,4,497.47
1069,838,92278,http://www.davis-kennedy.com/,http://www.goodwin.com/,2024-03-23 10:34:15,Saint Kitts and Nevis,Edge,Windows,Tablet,9.13,153,10,672,18,1,1,Instagram,5,239.42
1070,499,46614,https://www.wiley.com/,http://www.gutierrez-matthews.com/,2024-03-09 21:39:11,Djibouti,Opera,iOS,Desktop,3.41,970,9,3334,39,1,1,LinkedIn,4,54.65
1071,876,75773,https://gonzalez.info/,https://www.lopez.info/,2024-04-09 05:17:56,Jordan,Edge,Android,Desktop,5.65,638,12,808,44,1,1,Instagram,2,191.95
1072,1019,35628,https://www.cline-fry.com/,http://delacruz.com/,2024-07-07 05:05:59,Hong Kong,Edge,iOS,Desktop,1.69,1465,16,508,17,1,0,Twitter,4,428.19
1073,1575,96094,http://www.miller-sullivan.org/,https://www.gonzalez-lee.biz/,2024-01-17 07:07:20,Somalia,Firefox,Mac OS,Mobile,2.95,1362,10,1755,33,0,0,Facebook,9,205.47
1074,1641,86915,https://www.smith.com/,https://www.macias-thompson.com/,2024-04-10 14:44:01,Micronesia,Safari,Mac OS,Desktop,9.69,1836,19,79,9,0,1,LinkedIn,0,478.12
1075,601,26710,https://sanchez-hernandez.com/,http://www.bowen.com/,2024-01-08 01:11:30,Albania,Chrome,Linux,Desktop,4.33,1486,8,779,34,1,0,LinkedIn,7,280.38
1076,1964,57120,https://www.lyons-mathis.com/,http://burnett-gonzalez.net/,2024-03-01 03:24:45,Dominican Republic,Chrome,Linux,Tablet,3.35,1139,4,736,29,1,0,Google,6,52.26
1077,752,16772,http://schneider.com/,http://sanders-moran.com/,2024-01-29 01:44:04,Monaco,Opera,iOS,Tablet,5.16,751,1,2145,29,0,0,Facebook,4,37.68
1078,1070,70560,https://garcia-long.com/,http://www.young.com/,2024-03-15 03:55:15,Portugal,Opera,iOS,Desktop,5.5,531,2,3438,45,1,1,Twitter,0,171.75
1079,232,15574,http://gomez-montgomery.biz/,http://robinson.com/,2024-01-16 18:42:26,Mali,Safari,Android,Desktop,1.82,153,3,2417,2,1,0,Facebook,9,326.09
1080,611,4015,https://ho.com/,https://sanchez.com/,2024-05-29 02:29:54,Greenland,Edge,Linux,Mobile,9.99,1340,10,2275,22,0,0,Google,3,63.54
1081,1738,66183,http://www.bailey.net/,http://www.adams-flores.com/,2024-06-19 11:23:35,Pitcairn Islands,Safari,Windows,Desktop,3.91,150,7,124,37,0,1,LinkedIn,1,80.31
1082,1111,55091,http://crane.com/,https://jackson.info/,2024-03-31 05:20:26,Mexico,Edge,iOS,Desktop,1.4,346,19,657,7,0,0,Facebook,3,156.28
1083,1081,36477,http://www.roberts.net/,https://www.carter.net/,2024-06-01 06:49:27,Italy,Safari,iOS,Tablet,2.2,1137,11,3094,11,1,0,Facebook,5,76.22
1084,721,16192,https://blackburn.com/,http://www.moore.com/,2024-07-12 00:49:22,Seychelles,Firefox,Windows,Tablet,1.44,1459,13,569,14,0,0,Google,3,209.31
1085,1096,41754,https://hudson.info/,https://www.burns-tucker.com/,2024-04-05 19:41:03,Denmark,Safari,Mac OS,Mobile,7.53,1034,11,386,44,1,0,Facebook,6,21.0
1086,1952,62974,http://www.harris.com/,http://pittman.info/,2024-02-08 03:31:57,Italy,Firefox,Android,Desktop,3.53,1489,13,2961,37,1,1,Google,8,177.24
1087,212,75580,https://vargas.com/,https://taylor.org/,2024-04-30 22:15:09,Andorra,Edge,Windows,Desktop,6.11,1231,7,6,8,0,1,LinkedIn,1,44.57
1088,828,40187,https://johnson.com/,http://www.davis.org/,2024-02-05 09:46:22,Niue,Chrome,Android,Desktop,6.8,1163,0,836,38,1,1,Facebook,5,411.74
1089,951,6734,https://www.murray-stafford.org/,https://odonnell.net/,2024-02-15 01:27:44,Norfolk Island,Edge,Windows,Tablet,8.54,388,1,2904,41,0,0,Instagram,0,483.43
1090,1742,24741,https://young.com/,https://www.gonzalez-allen.com/,2024-03-10 07:15:38,Tunisia,Edge,Windows,Mobile,7.18,982,19,3299,15,0,0,Instagram,8,30.54
1091,1493,63207,https://wood-curry.com/,http://www.little.com/,2024-01-09 19:16:28,Australia,Edge,iOS,Desktop,8.75,1189,10,1250,36,1,0,Instagram,1,137.15
1092,1946,51318,https://lopez-strong.com/,https://www.robbins-jensen.info/,2024-05-28 11:20:13,Gambia,Safari,Linux,Desktop,5.61,1321,11,2474,16,0,1,Google,9,119.12
1093,93,10428,https://www.hill.com/,https://www.rice.com/,2024-06-05 02:53:43,Bouvet Island (Bouvetoya),Firefox,Android,Desktop,0.31,444,3,3232,19,0,1,Google,5,390.87
1094,1435,19847,http://white-lin.com/,http://www.ho.com/,2024-06-28 12:05:46,Reunion,Firefox,iOS,Tablet,7.7,480,11,1727,47,1,0,Twitter,2,67.06
1095,718,61416,http://williams.com/,http://garcia.com/,2024-05-02 14:26:06,Fiji,Safari,Windows,Tablet,3.11,238,0,2358,46,0,0,Facebook,8,45.09
1096,1339,89594,https://bell.net/,https://wyatt.com/,2024-03-17 21:59:57,Liberia,Opera,Linux,Mobile,3.2,1965,4,1543,45,0,0,Facebook,2,409.09
1097,43,11821,http://www.osborn-williamson.com/,http://www.norton.org/,2024-06-11 07:33:02,Kenya,Opera,Android,Mobile,8.24,507,18,2461,28,0,1,Facebook,1,361.45
1098,1425,14606,https://meyer.org/,http://reynolds.org/,2024-03-16 16:00:14,Papua New Guinea,Safari,Mac OS,Tablet,4.34,1959,10,85,5,1,1,Google,8,478.6
1099,1278,11172,http://lee.biz/,https://smith.com/,2024-04-04 18:48:08,Ethiopia,Chrome,Mac OS,Tablet,0.58,580,7,848,31,0,0,Instagram,5,495.28
1100,1855,58891,https://bell-hendrix.info/,http://solomon.net/,2024-05-19 18:56:27,Saudi Arabia,Firefox,Windows,Mobile,4.77,509,15,1761,27,0,0,LinkedIn,1,456.5
1101,1487,85555,http://park.net/,http://www.francis-henry.net/,2024-06-24 15:53:39,Iceland,Edge,iOS,Desktop,2.4,1711,5,1376,11,0,1,Facebook,5,399.57
1102,1062,39290,http://www.davis.info/,http://www.knight-williams.com/,2024-04-09 20:51:45,Tuvalu,Opera,Android,Tablet,4.95,880,8,194,49,0,0,Google,1,123.03
1103,91,36622,http://www.compton.net/,http://www.bryant.biz/,2024-03-28 20:29:31,Aruba,Edge,Windows,Mobile,8.72,1066,16,1123,38,1,0,Twitter,9,270.61
1104,1126,92217,https://fry.com/,http://lucero-martinez.org/,2024-03-16 20:41:58,Saint Martin,Firefox,Mac OS,Mobile,1.6,1106,6,877,27,0,1,Instagram,0,109.87
1105,1610,62958,http://www.brown-douglas.com/,https://rush.biz/,2024-06-19 06:56:06,Solomon Islands,Edge,iOS,Desktop,1.14,1647,14,3152,41,0,0,Facebook,6,324.41
1106,1568,60144,http://torres.com/,http://crosby.com/,2024-01-14 01:22:05,Bahrain,Safari,iOS,Mobile,1.55,447,19,154,27,0,1,Facebook,7,378.24
1107,585,2004,https://perez-allen.com/,http://www.flores.biz/,2024-01-17 03:07:57,Falkland Islands (Malvinas),Firefox,iOS,Mobile,8.03,833,0,3238,37,0,0,Google,3,355.26
1108,1014,72486,http://anderson.com/,https://www.collier.biz/,2024-01-22 01:59:00,Italy,Chrome,Android,Tablet,1.4,1033,3,630,49,0,0,Facebook,8,331.17
1109,47,16242,http://www.gonzalez-drake.com/,https://flores.com/,2024-01-14 03:21:21,Turkmenistan,Firefox,iOS,Mobile,1.52,1200,14,2602,32,0,1,Instagram,4,91.43
1110,312,59849,https://bowers.com/,https://webster-doyle.com/,2024-05-18 07:25:06,Sudan,Firefox,Linux,Desktop,5.07,1196,6,49,36,0,0,Instagram,6,143.32
1111,514,45809,http://www.rios-oliver.com/,http://www.chen.net/,2024-06-16 07:57:26,Senegal,Opera,Android,Desktop,6.6,1591,4,1459,47,0,1,LinkedIn,7,52.57
1112,942,51233,http://www.blair.org/,https://white.org/,2024-06-01 04:19:27,Fiji,Chrome,Mac OS,Tablet,2.96,1493,3,1941,22,1,0,Twitter,7,44.09
1113,1497,9534,https://robinson.com/,https://www.ramirez-gregory.com/,2024-06-24 00:39:15,Kuwait,Opera,iOS,Desktop,4.86,1838,5,319,17,1,1,Facebook,1,472.81
1114,153,44565,http://brown-lynch.net/,https://www.castillo.com/,2024-05-21 23:45:11,Reunion,Edge,Linux,Desktop,5.3,1879,17,1429,18,0,1,Instagram,3,186.52
1115,766,19356,http://hoffman.biz/,http://www.morgan.biz/,2024-01-20 08:16:39,Algeria,Edge,Linux,Mobile,0.59,601,19,331,37,1,0,LinkedIn,3,473.23
1116,1648,49901,https://www.hernandez-brown.com/,http://collins.com/,2024-02-02 23:52:43,Samoa,Firefox,Linux,Tablet,6.85,807,16,3280,16,0,1,Facebook,2,116.77
1117,1067,52566,http://martin.net/,https://www.clark.com/,2024-07-08 17:46:50,Pitcairn Islands,Edge,Windows,Desktop,3.33,109,10,3107,12,1,0,Twitter,8,148.74
1118,193,5504,https://farley-knight.org/,https://www.chandler-guerra.com/,2024-03-27 19:00:54,Faroe Islands,Opera,iOS,Desktop,5.27,1298,14,5,32,1,0,Twitter,8,365.69
1119,547,94218,https://campbell-harris.biz/,http://www.osborne.com/,2024-03-14 16:37:25,Zambia,Firefox,iOS,Mobile,7.62,685,8,2216,22,0,1,LinkedIn,8,341.99
1120,1926,24632,https://jones.info/,http://dixon.com/,2024-04-22 02:29:45,Uzbekistan,Chrome,iOS,Mobile,7.39,817,13,932,38,1,1,LinkedIn,5,488.33
1121,889,29517,https://martinez.com/,https://www.wolfe.com/,2024-01-02 16:29:14,Cape Verde,Opera,Android,Tablet,4.82,201,17,2754,23,1,1,Facebook,8,365.98
1122,676,32366,http://bates-cooley.info/,https://www.young.com/,2024-04-16 13:16:12,American Samoa,Safari,Linux,Desktop,7.59,1606,17,1249,44,1,1,Instagram,3,109.61
1123,797,83920,https://www.griffin.com/,http://www.stevens.biz/,2024-06-12 22:29:25,Cameroon,Edge,iOS,Tablet,8.96,1991,15,1082,49,1,1,LinkedIn,4,7.77
1124,1935,38294,https://www.archer-massey.info/,http://www.howard.info/,2024-02-02 18:33:47,Zimbabwe,Chrome,Android,Desktop,4.25,727,11,2757,3,0,0,LinkedIn,4,88.86
1125,424,43842,http://dunn.biz/,http://www.jefferson-wilson.biz/,2024-02-07 21:13:52,Nepal,Opera,iOS,Mobile,1.79,1188,12,3573,16,0,1,Facebook,6,131.09
1126,711,27914,https://sanders.com/,http://www.lewis.com/,2024-02-22 06:34:06,Peru,Firefox,Linux,Tablet,7.58,1653,9,1574,10,0,0,Twitter,4,436.74
1127,1170,52773,https://turner-hancock.info/,https://www.bass.net/,2024-03-25 18:40:28,Algeria,Safari,Windows,Mobile,3.06,1655,15,2962,30,1,0,Twitter,4,20.6
1128,1127,24066,https://www.david-faulkner.net/,http://www.robinson-wilson.com/,2024-02-13 14:03:56,Portugal,Chrome,iOS,Desktop,2.31,1815,9,2541,10,0,0,Instagram,9,75.93
1129,114,92442,https://www.collins.org/,http://www.henry.biz/,2024-05-08 19:07:01,Malawi,Chrome,iOS,Tablet,2.93,1976,17,753,12,1,0,Twitter,1,249.21
1130,688,5404,https://www.carrillo.com/,http://www.griffin-avila.com/,2024-02-26 07:14:05,Saint Vincent and the Grenadines,Chrome,Android,Mobile,8.48,383,18,1031,7,0,1,Instagram,1,215.93
1131,1303,81490,https://www.fletcher.com/,http://www.davis.net/,2024-03-07 23:07:39,France,Safari,Windows,Tablet,7.16,1004,8,2744,46,0,0,Google,8,333.87
1132,1908,36073,http://www.morrison.com/,https://www.henry-johnston.biz/,2024-06-06 19:29:56,Madagascar,Safari,Mac OS,Tablet,5.19,1950,13,2951,44,1,1,Facebook,3,67.93
1133,700,87608,http://www.blevins.com/,https://taylor.biz/,2024-02-13 12:24:07,Panama,Firefox,Android,Mobile,3.59,757,18,2240,27,1,1,Twitter,5,61.91
1134,293,72432,https://www.taylor.biz/,https://www.burgess.net/,2024-04-11 19:22:46,Slovakia (Slovak Republic),Firefox,Android,Desktop,8.05,1394,13,2148,7,0,0,LinkedIn,4,44.82
1135,54,2153,http://www.stanley-robinson.info/,https://www.boyd-chan.com/,2024-05-11 07:49:38,United States Minor Outlying Islands,Opera,Windows,Mobile,8.4,1424,3,2962,21,1,0,Google,9,100.09
1136,1725,76098,https://www.robinson.com/,http://clark.info/,2024-03-09 04:10:51,Austria,Edge,Windows,Desktop,5.99,1918,8,2239,39,1,1,Twitter,0,346.56
1137,58,85672,http://king-cunningham.com/,https://www.olson.biz/,2024-03-13 18:23:20,Sao Tome and Principe,Safari,Linux,Tablet,7.13,1646,11,3173,19,1,1,Twitter,6,101.63
1138,314,13401,http://cooper.com/,http://www.fry-williams.com/,2024-07-18 01:52:32,Malta,Opera,Mac OS,Mobile,5.73,1935,7,610,8,0,1,Twitter,7,382.46
1139,695,49934,https://www.miller.com/,https://wilkinson-bailey.com/,2024-04-13 04:15:59,Dominica,Opera,Mac OS,Mobile,4.05,360,5,2318,11,1,1,Facebook,4,291.95
1140,1633,59410,https://sanchez.net/,http://martinez-torres.com/,2024-07-10 15:19:51,Peru,Edge,iOS,Desktop,8.49,1960,6,2488,3,1,0,Instagram,8,109.92
1141,1105,59670,http://davis.info/,https://www.logan.org/,2024-04-08 10:42:25,Saint Pierre and Miquelon,Chrome,Mac OS,Tablet,2.03,1379,3,2973,8,1,1,LinkedIn,6,312.22
1142,170,93323,http://vargas.com/,http://shaw.org/,2024-05-01 04:45:37,Hungary,Edge,Android,Tablet,9.98,1535,9,3270,44,0,1,Facebook,0,196.02
1143,1322,25035,http://www.adams-allen.com/,http://lee.com/,2024-05-09 11:00:15,Angola,Firefox,Android,Desktop,1.99,1982,17,868,22,1,0,LinkedIn,0,265.97
1144,1070,46480,https://roy-ball.org/,http://glenn.com/,2024-03-27 21:30:29,Kiribati,Opera,Windows,Desktop,7.32,537,6,1147,36,1,1,Instagram,8,149.23
1145,587,80811,http://www.stewart.com/,http://green.biz/,2024-03-15 11:35:38,Korea,Chrome,Android,Mobile,4.49,1772,12,1277,20,1,0,Twitter,4,296.36
1146,1164,80998,http://wilson.biz/,http://jenkins-brown.com/,2024-06-13 22:07:29,Micronesia,Firefox,Linux,Tablet,0.38,409,18,1777,22,1,1,Twitter,0,383.33
1147,147,47977,http://payne.com/,https://ruiz.net/,2024-02-07 13:16:48,Namibia,Chrome,Linux,Mobile,6.71,282,14,3480,40,1,1,Twitter,6,70.22
1148,530,56101,http://www.erickson.net/,http://hale.com/,2024-07-13 17:27:10,Cuba,Chrome,Windows,Mobile,1.04,176,14,3058,32,0,1,Twitter,5,287.39
1149,1738,3874,https://ramos.com/,https://www.montgomery.com/,2024-02-24 15:13:28,Lithuania,Chrome,iOS,Mobile,1.25,1313,6,3488,16,1,1,LinkedIn,8,283.93
1150,568,40187,https://weaver.com/,https://www.hernandez.info/,2024-02-09 21:24:13,Norway,Safari,Linux,Tablet,3.72,168,11,2070,22,1,1,Facebook,7,299.7
1151,1975,96655,http://www.sanders.com/,http://www.fox.com/,2024-04-20 17:47:53,Micronesia,Firefox,Android,Desktop,4.42,163,11,937,45,1,1,Google,8,371.51
1152,674,78791,https://greene.com/,http://www.jackson.com/,2024-06-27 04:56:08,Netherlands,Opera,Linux,Mobile,2.86,770,18,804,28,1,1,Twitter,8,94.65
1153,676,96223,http://www.luna.com/,https://morris-rodriguez.com/,2024-04-18 20:11:35,Libyan Arab Jamahiriya,Firefox,iOS,Mobile,2.2,1050,4,2595,10,1,0,Twitter,8,489.76
1154,1173,42277,http://rogers-jackson.com/,https://www.white.info/,2024-02-04 12:27:45,Azerbaijan,Edge,Linux,Desktop,8.73,970,12,3107,4,0,0,Instagram,5,414.96
1155,1411,62266,http://www.king-flores.com/,https://www.marquez.net/,2024-06-15 15:50:55,Pitcairn Islands,Edge,Android,Desktop,5.94,1305,4,1865,28,1,1,Instagram,3,5.26
1156,703,43986,https://campbell-park.com/,https://www.morgan.com/,2024-01-19 04:35:24,Reunion,Edge,Android,Tablet,8.33,1378,14,3525,8,1,0,Google,6,254.23
